Built-ins	Value properties	globalThis	PerformanceMeasure					
Built-ins	Value properties	globalThis	PerformanceMark					
Built-ins	Value properties	globalThis	PerformanceLongTaskTiming					
Built-ins	Value properties	globalThis	PerformanceEventTiming					
Built-ins	Value properties	globalThis	PerformanceEntry					
Built-ins	Value properties	globalThis	PerformanceElementTiming					
Built-ins	Value properties	globalThis	Performance					
Built-ins	Value properties	globalThis	Path2D					
Built-ins	Value properties	globalThis	PannerNode					
Built-ins	Value properties	globalThis	PageTransitionEvent					
Built-ins	Value properties	globalThis	OverconstrainedError					
Built-ins	Value properties	globalThis	OscillatorNode					
Built-ins	Value properties	globalThis	OffscreenCanvasRenderingContext2D					
Built-ins	Value properties	globalThis	OffscreenCanvas					
Built-ins	Value properties	globalThis	OfflineAudioContext					
Built-ins	Value properties	globalThis	OfflineAudioCompletionEvent					
Built-ins	Value properties	globalThis	NodeList					
Built-ins	Value properties	globalThis	NodeIterator					
Built-ins	Value properties	globalThis	NodeFilter					
Built-ins	Value properties	globalThis	Node					
Built-ins	Value properties	globalThis	NetworkInformation					
Built-ins	Value properties	globalThis	Navigator					
Built-ins	Value properties	globalThis	NavigationTransition					
Built-ins	Value properties	globalThis	NavigationHistoryEntry					
Built-ins	Value properties	globalThis	NavigationDestination					
Built-ins	Value properties	globalThis	NavigationCurrentEntryChangeEvent					
Built-ins	Value properties	globalThis	Navigation					
Built-ins	Value properties	globalThis	NavigateEvent					
Built-ins	Value properties	globalThis	NamedNodeMap					
Built-ins	Value properties	globalThis	MutationRecord					
Built-ins	Value properties	globalThis	MutationObserver					
Built-ins	Value properties	globalThis	MutationEvent					
Built-ins	Value properties	globalThis	MouseEvent					
Built-ins	Value properties	globalThis	MimeTypeArray					
Built-ins	Value properties	globalThis	MimeType					
Built-ins	Value properties	globalThis	MessagePort					
Built-ins	Value properties	globalThis	MessageEvent					
Built-ins	Value properties	globalThis	MessageChannel					
Built-ins	Value properties	globalThis	MediaStreamTrackProcessor					
Built-ins	Value properties	globalThis	MediaStreamTrackGenerator					
Built-ins	Value properties	globalThis	MediaStreamTrackEvent					
Built-ins	Value properties	globalThis	MediaStreamTrack					
Built-ins	Value properties	globalThis	MediaStreamEvent					
Built-ins	Value properties	globalThis	MediaStreamAudioSourceNode					
Built-ins	Value properties	globalThis	MediaStreamAudioDestinationNode					
Built-ins	Value properties	globalThis	MediaStream					
Built-ins	Value properties	globalThis	MediaRecorder					
Built-ins	Value properties	globalThis	MediaQueryListEvent					
Built-ins	Value properties	globalThis	MediaQueryList					
Built-ins	Value properties	globalThis	MediaList					
Built-ins	Value properties	globalThis	MediaError					
Built-ins	Value properties	globalThis	MediaEncryptedEvent					
Built-ins	Value properties	globalThis	MediaElementAudioSourceNode					
Built-ins	Value properties	globalThis	MediaCapabilities					
Built-ins	Value properties	globalThis	Location					
Built-ins	Value properties	globalThis	LayoutShiftAttribution					
Built-ins	Value properties	globalThis	LayoutShift					
Built-ins	Value properties	globalThis	LargestContentfulPaint					
Built-ins	Value properties	globalThis	KeyframeEffect					
Built-ins	Value properties	globalThis	KeyboardEvent					
Built-ins	Value properties	globalThis	IntersectionObserverEntry					
Built-ins	Value properties	globalThis	IntersectionObserver					
Built-ins	Value properties	globalThis	InputEvent					
Built-ins	Value properties	globalThis	InputDeviceInfo					
Built-ins	Value properties	globalThis	InputDeviceCapabilities					
Built-ins	Value properties	globalThis	ImageData					
Built-ins	Value properties	globalThis	ImageCapture					
Built-ins	Value properties	globalThis	ImageBitmapRenderingContext					
Built-ins	Value properties	globalThis	ImageBitmap					
Built-ins	Value properties	globalThis	IdleDeadline					
Built-ins	Value properties	globalThis	IIRFilterNode					
Built-ins	Value properties	globalThis	IDBVersionChangeEvent					
Built-ins	Value properties	globalThis	IDBTransaction					
Built-ins	Value properties	globalThis	IDBRequest					
Built-ins	Value properties	globalThis	IDBOpenDBRequest					
Built-ins	Value properties	globalThis	IDBObjectStore					
Built-ins	Value properties	globalThis	IDBKeyRange					
Built-ins	Value properties	globalThis	IDBIndex					
Built-ins	Value properties	globalThis	IDBFactory					
Built-ins	Value properties	globalThis	IDBDatabase					
Built-ins	Value properties	globalThis	IDBCursorWithValue					
Built-ins	Value properties	globalThis	IDBCursor					
Built-ins	Value properties	globalThis	History					
Built-ins	Value properties	globalThis	Headers					
Built-ins	Value properties	globalThis	HashChangeEvent					
Built-ins	Value properties	globalThis	HTMLVideoElement					
Built-ins	Value properties	globalThis	HTMLUnknownElement					
Built-ins	Value properties	globalThis	HTMLUListElement					
Built-ins	Value properties	globalThis	HTMLTrackElement					
Built-ins	Value properties	globalThis	HTMLTitleElement					
Built-ins	Value properties	globalThis	HTMLTimeElement					
Built-ins	Value properties	globalThis	HTMLTextAreaElement					
Built-ins	Value properties	globalThis	HTMLTemplateElement					
Built-ins	Value properties	globalThis	HTMLTableSectionElement					
Built-ins	Value properties	globalThis	HTMLTableRowElement					
Built-ins	Value properties	globalThis	HTMLTableElement					
Built-ins	Value properties	globalThis	HTMLTableColElement					
Built-ins	Value properties	globalThis	HTMLTableCellElement					
Built-ins	Value properties	globalThis	HTMLTableCaptionElement					
Built-ins	Value properties	globalThis	HTMLStyleElement					
Built-ins	Value properties	globalThis	HTMLSpanElement					
Built-ins	Value properties	globalThis	HTMLSourceElement					
Built-ins	Value properties	globalThis	HTMLSlotElement					
Built-ins	Value properties	globalThis	HTMLSelectElement					
Built-ins	Value properties	globalThis	HTMLScriptElement					
Built-ins	Value properties	globalThis	HTMLQuoteElement					
Built-ins	Value properties	globalThis	HTMLProgressElement					
Built-ins	Value properties	globalThis	HTMLPreElement					
Built-ins	Value properties	globalThis	HTMLPictureElement					
Built-ins	Value properties	globalThis	HTMLParamElement					
Built-ins	Value properties	globalThis	HTMLParagraphElement					
Built-ins	Value properties	globalThis	HTMLOutputElement					
Built-ins	Value properties	globalThis	HTMLOptionsCollection					
Built-ins	Value properties	globalThis	HTMLOptionElement					
Built-ins	Value properties	globalThis	HTMLOptGroupElement					
Built-ins	Value properties	globalThis	HTMLObjectElement					
Built-ins	Value properties	globalThis	HTMLOListElement					
Built-ins	Value properties	globalThis	HTMLModElement					
Built-ins	Value properties	globalThis	HTMLMeterElement					
Built-ins	Value properties	globalThis	HTMLMetaElement					
Built-ins	Value properties	globalThis	HTMLMenuElement					
Built-ins	Value properties	globalThis	HTMLMediaElement					
Built-ins	Value properties	globalThis	HTMLMarqueeElement					
Built-ins	Value properties	globalThis	HTMLMapElement					
Built-ins	Value properties	globalThis	HTMLLinkElement					
Built-ins	Value properties	globalThis	HTMLLegendElement					
Built-ins	Value properties	globalThis	HTMLLabelElement					
Built-ins	Value properties	globalThis	HTMLLIElement					
Built-ins	Value properties	globalThis	HTMLInputElement					
Built-ins	Value properties	globalThis	HTMLImageElement					
Built-ins	Value properties	globalThis	HTMLIFrameElement					
Built-ins	Value properties	globalThis	HTMLHtmlElement					
Built-ins	Value properties	globalThis	HTMLHeadingElement					
Built-ins	Value properties	globalThis	HTMLHeadElement					
Built-ins	Value properties	globalThis	HTMLHRElement					
Built-ins	Value properties	globalThis	HTMLFrameSetElement					
Built-ins	Value properties	globalThis	HTMLFrameElement					
Built-ins	Value properties	globalThis	HTMLFormElement					
Built-ins	Value properties	globalThis	HTMLFormControlsCollection					
Built-ins	Value properties	globalThis	HTMLFontElement					
Built-ins	Value properties	globalThis	HTMLFieldSetElement					
Built-ins	Value properties	globalThis	HTMLEmbedElement					
Built-ins	Value properties	globalThis	HTMLElement					
Built-ins	Value properties	globalThis	HTMLDocument					
Built-ins	Value properties	globalThis	HTMLDivElement					
Built-ins	Value properties	globalThis	HTMLDirectoryElement					
Built-ins	Value properties	globalThis	HTMLDialogElement					
Built-ins	Value properties	globalThis	HTMLDetailsElement					
Built-ins	Value properties	globalThis	HTMLDataListElement					
Built-ins	Value properties	globalThis	HTMLDataElement					
Built-ins	Value properties	globalThis	HTMLDListElement					
Built-ins	Value properties	globalThis	HTMLCollection					
Built-ins	Value properties	globalThis	HTMLCanvasElement					
Built-ins	Value properties	globalThis	HTMLButtonElement					
Built-ins	Value properties	globalThis	HTMLBodyElement					
Built-ins	Value properties	globalThis	HTMLBaseElement					
Built-ins	Value properties	globalThis	HTMLBRElement					
Built-ins	Value properties	globalThis	HTMLAudioElement					
Built-ins	Value properties	globalThis	HTMLAreaElement					
Built-ins	Value properties	globalThis	HTMLAnchorElement					
Built-ins	Value properties	globalThis	HTMLAllCollection					
Built-ins	Value properties	globalThis	GeolocationPositionError					
Built-ins	Value properties	globalThis	GeolocationPosition					
Built-ins	Value properties	globalThis	GeolocationCoordinates					
Built-ins	Value properties	globalThis	Geolocation					
Built-ins	Value properties	globalThis	GamepadHapticActuator					
Built-ins	Value properties	globalThis	GamepadEvent					
Built-ins	Value properties	globalThis	GamepadButton					
Built-ins	Value properties	globalThis	Gamepad					
Built-ins	Value properties	globalThis	GainNode					
Built-ins	Value properties	globalThis	FormDataEvent					
Built-ins	Value properties	globalThis	FormData					
Built-ins	Value properties	globalThis	FontFaceSetLoadEvent					
Built-ins	Value properties	globalThis	FontFace					
Built-ins	Value properties	globalThis	FocusEvent					
Built-ins	Value properties	globalThis	FileReader					
Built-ins	Value properties	globalThis	FileList					
Built-ins	Value properties	globalThis	File					
Built-ins	Value properties	globalThis	FeaturePolicy					
Built-ins	Value properties	globalThis	External					
Built-ins	Value properties	globalThis	EventTarget					
Built-ins	Value properties	globalThis	EventSource					
Built-ins	Value properties	globalThis	EventCounts					
Built-ins	Value properties	globalThis	Event					
Built-ins	Value properties	globalThis	ErrorEvent					
Built-ins	Value properties	globalThis	ElementInternals					
Built-ins	Value properties	globalThis	Element					
Built-ins	Value properties	globalThis	DynamicsCompressorNode					
Built-ins	Value properties	globalThis	DragEvent					
Built-ins	Value properties	globalThis	DocumentType					
Built-ins	Value properties	globalThis	DocumentFragment					
Built-ins	Value properties	globalThis	Document					
Built-ins	Value properties	globalThis	DelayNode					
Built-ins	Value properties	globalThis	DecompressionStream					
Built-ins	Value properties	globalThis	DataTransferItemList					
Built-ins	Value properties	globalThis	DataTransferItem					
Built-ins	Value properties	globalThis	DataTransfer					
Built-ins	Value properties	globalThis	DOMTokenList					
Built-ins	Value properties	globalThis	DOMStringMap					
Built-ins	Value properties	globalThis	DOMStringList					
Built-ins	Value properties	globalThis	DOMRectReadOnly					
Built-ins	Value properties	globalThis	DOMRectList					
Built-ins	Value properties	globalThis	DOMRect					
Built-ins	Value properties	globalThis	DOMQuad					
Built-ins	Value properties	globalThis	DOMPointReadOnly					
Built-ins	Value properties	globalThis	DOMPoint					
Built-ins	Value properties	globalThis	DOMParser					
Built-ins	Value properties	globalThis	DOMMatrixReadOnly					
Built-ins	Value properties	globalThis	DOMMatrix					
Built-ins	Value properties	globalThis	DOMImplementation					
Built-ins	Value properties	globalThis	DOMException					
Built-ins	Value properties	globalThis	DOMError					
Built-ins	Value properties	globalThis	CustomStateSet					
Built-ins	Value properties	globalThis	CustomEvent					
Built-ins	Value properties	globalThis	CustomElementRegistry					
Built-ins	Value properties	globalThis	Crypto					
Built-ins	Value properties	globalThis	CountQueuingStrategy					
Built-ins	Value properties	globalThis	ConvolverNode					
Built-ins	Value properties	globalThis	ConstantSourceNode					
Built-ins	Value properties	globalThis	CompressionStream					
Built-ins	Value properties	globalThis	CompositionEvent					
Built-ins	Value properties	globalThis	Comment					
Built-ins	Value properties	globalThis	CloseEvent					
Built-ins	Value properties	globalThis	ClipboardEvent					
Built-ins	Value properties	globalThis	CharacterData					
Built-ins	Value properties	globalThis	ChannelSplitterNode					
Built-ins	Value properties	globalThis	ChannelMergerNode					
Built-ins	Value properties	globalThis	CanvasRenderingContext2D					
Built-ins	Value properties	globalThis	CanvasPattern					
Built-ins	Value properties	globalThis	CanvasGradient					
Built-ins	Value properties	globalThis	CanvasFilter					
Built-ins	Value properties	globalThis	CanvasCaptureMediaStreamTrack					
Built-ins	Value properties	globalThis	CSSVariableReferenceValue					
